Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-04-18 20:34:00,ASSAULT,BATTERY,Saturday,INGLESIDE,"ARREST, BOOKED",600 Block of SAN JOSE AV,-122.42224263142401,37.74473055186
2015-04-18 20:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE,1500 Block of REVERE AV,-122.389286347131,37.7310998921861
2015-04-18 20:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.39928903356702,37.786383021575
2015-04-18 20:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,0 Block of TOWNSEND ST,-122.38917826264999,37.7817062612299
2015-04-18 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,OFARRELL ST / JONES ST,-122.412970537591,37.78578837668879
2015-04-18 20:30:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE,MISSION ST / VALENCIA ST,-122.420021755228,37.745390168077705
2015-04-18 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,FILLMORE ST / CALIFORNIA ST,-122.43384306629801,37.7889062433785
2015-04-18 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,9TH ST / MISSION ST,-122.41471429557899,37.7762310404758
2015-04-18 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,MISSION ST / 6TH ST,-122.40871060666299,37.78097067220529
2015-04-18 20:25:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE,200 Block of MARKET ST,-122.397034190089,37.792823650931204
2015-04-18 20:22:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,BAYVIEW,NONE,400 Block of MANSELL ST,-122.406079770608,37.72041061847521
2015-04-18 20:15:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,PARK,"ARREST, BOOKED",400 Block of PARNASSUS AV,-122.458220811697,37.7633123961354
2015-04-18 20:14:00,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,SOUTHERN,NONE,0 Block of 12TH ST,-122.420001436964,37.7740948566882
2015-04-18 20:10:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE,200 Block of CLARA ST,-122.403464080033,37.7785233776032
2015-04-18 20:00:00,MISSING PERSON,MISSING JUVENILE,Saturday,PARK,NONE,1200 Block of PAGE ST,-122.44139370111401,37.771727314177106
2015-04-18 20:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-04-18 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
2015-04-18 20:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,TARAVAL,NONE,0 Block of ALOHA AV,-122.471067699632,37.757560569938896
2015-04-18 20:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,2000 Block of BROADWAY ST,-122.430838378403,37.7948418077407
2015-04-18 20:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,SOUTHERN,UNFOUNDED,GUERRERO ST / MARKET ST,-122.42485404025801,37.7707478792597
2015-04-18 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,UNFOUNDED,GUERRERO ST / MARKET ST,-122.42485404025801,37.7707478792597
2015-04-18 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,FULTON ST / OCTAVIA ST,-122.42500057815501,37.7785384966058
2015-04-18 20:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,7TH ST / MISSION ST,-122.41093920555201,37.779212259008496
2015-04-18 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,POWELL ST / BAY ST,-122.411953083611,37.8058242949274
2015-04-18 20:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,UNION ST / BUCHANAN ST,-122.43220809844,37.7975061678802
2015-04-18 19:56:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,CENTRAL,NONE,0 Block of CLAY ST,-122.39617056066002,37.7954869937274
2015-04-18 19:55:00,WARRANTS,WARRANT ARREST,Saturday,BAYVIEW,"ARREST, BOOKED",2200 Block of 22ND ST,-122.40388926178801,37.7570580445463
2015-04-18 19:50:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,CENTRAL,NONE,600 Block of GRANT AV,-122.406103945961,37.7929152772297
2015-04-18 19:40:00,ASSAULT,BATTERY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-04-18 19:37:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2015-04-18 19:34:00,ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,"ARREST, BOOKED",MISSION ST / 15TH ST,-122.41982792996099,37.766673755183504
2015-04-18 19:34:00,OTHER OFFENSES,PAROLE VIOLATION,Saturday,MISSION,"ARREST, BOOKED",MISSION ST / 15TH ST,-122.41982792996099,37.766673755183504
2015-04-18 19:34:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Saturday,MISSION,"ARREST, BOOKED",MISSION ST / 15TH ST,-122.41982792996099,37.766673755183504
2015-04-18 19:31:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,INGLESIDE,NONE,OCEAN AV / SAN JOSE AV,-122.444746663003,37.7229679041125
2015-04-18 19:30:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,SOUTHERN,NONE,100 Block of 4TH ST,-122.40316136589,37.7836909533775
2015-04-18 19:30:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Saturday,SOUTHERN,NONE,100 Block of 4TH ST,-122.40316136589,37.7836909533775
2015-04-18 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,3300 Block of SACRAMENTO ST,-122.447842049106,37.7881340710754
2015-04-18 19:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,300 Block of SUSSEX ST,-122.438387531801,37.737052558351
2015-04-18 19:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,RICHMOND,NONE,CALIFORNIA ST / 5TH AV,-122.463503844671,37.785127951362796
2015-04-18 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,4TH ST / HARRISON ST,-122.39961755878201,37.78079065500671
2015-04-18 19:28:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,INGLESIDE,NONE,200 Block of MUNICH ST,-122.426192180275,37.72160840860921
2015-04-18 19:15:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Saturday,MISSION,NONE,3400 Block of CESAR CHAVEZ ST,-122.418694905088,37.74824538358239
2015-04-18 19:04:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Saturday,CENTRAL,NONE,500 Block of COLUMBUS AV,-122.409667412997,37.7998691995985
2015-04-18 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,BAYVIEW,NONE,300 Block of TOCOLOMA AV,-122.398453068188,37.710936381016005
2015-04-18 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE,300 Block of TOCOLOMA AV,-122.398453068188,37.710936381016005
2015-04-18 19:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,BAYVIEW,NONE,300 Block of TOCOLOMA AV,-122.398453068188,37.710936381016005
2015-04-18 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,16TH ST / CHURCH ST,-122.4286681077,37.764507702994706
2015-04-18 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,POST ST / LEAVENWORTH ST,-122.414996719991,37.7874530734464
2015-04-18 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,LYON ST / FULTON ST,-122.443133758028,37.7762247658783
2015-04-18 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,POLK ST / GEARY ST,-122.41973983780501,37.7858926099715
2015-04-18 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,4TH ST / HARRISON ST,-122.39961755878201,37.78079065500671
2015-04-18 18:54:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, BOOKED",PALOU AV / 3RD ST,-122.39097173455099,37.734015218072294
2015-04-18 18:47:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,NORTHERN,NONE,1300 Block of ELLIS ST,-122.429928330142,37.7826335821985
2015-04-18 18:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,NORTHERN,"ARREST, BOOKED",GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336
2015-04-18 18:40:00,ASSAULT,BATTERY,Saturday,NORTHERN,"ARREST, BOOKED",GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336
2015-04-18 18:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2015-04-18 18:30:00,MISSING PERSON,MISSING JUVENILE,Saturday,CENTRAL,NONE,900 Block of COLUMBUS AV,-122.41435430115101,37.8031089840376
2015-04-18 18:30:00,MISSING PERSON,FOUND PERSON,Saturday,CENTRAL,NONE,900 Block of COLUMBUS AV,-122.41435430115101,37.8031089840376
2015-04-18 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,100 Block of MAIDEN LN,-122.40591123648399,37.7880756774805
2015-04-18 18:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,2200 Block of HYDE ST,-122.419589849376,37.8015287832354
2015-04-18 18:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,NORTHPOINT ST / TAYLOR ST,-122.415435473094,37.8063418891813
2015-04-18 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,POST ST / VANNESS AV,-122.421572274151,37.7866181600998
2015-04-18 18:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,400 Block of CLEMENTINA ST,-122.405112001355,37.7798431570931
2015-04-18 18:10:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,CENTRAL,NONE,100 Block of GRANT AV,-122.405109154557,37.78847708957
2015-04-18 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE,900 Block of BAY ST,-122.423012152019,37.8044682925217
2015-04-18 18:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,PARK,NONE,900 Block of PIERCE ST,-122.435216836196,37.7786790547186
2015-04-18 18:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,1200 Block of POLK ST,-122.42032699386299,37.788452157813204
2015-04-18 18:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,CENTRAL,NONE,0 Block of FELLA PL,-122.40861697430799,37.7907954768435
2015-04-18 18:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,NORTHERN,NONE,STEINER ST / HAYES ST,-122.432832799205,37.7756249672772
2015-04-18 18:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE,4TH ST / MISSION ST,-122.404270179486,37.78447885387449
2015-04-18 18:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE,4TH ST / MISSION ST,-122.404270179486,37.78447885387449
2015-04-18 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,SUTTER ST / MONTGOMERY ST,-122.402194030894,37.7900391299667
2015-04-18 18:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.416583456133,37.778659154150795
2015-04-18 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.416583456133,37.778659154150795
2015-04-18 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,GOUGH ST / OAK ST,-122.42260112019,37.7750203945871
2015-04-18 18:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,MARKET ST / 4TH ST,-122.405832474482,37.7857446545609
2015-04-18 17:53:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2015-04-18 17:45:00,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Saturday,SOUTHERN,NONE,MARKET ST / STOCKTON ST,-122.405832474482,37.7857446545609
2015-04-18 17:38:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Saturday,SOUTHERN,NONE,1500 Block of MISSION ST,-122.417523396516,37.7738670346175
2015-04-18 17:38:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Saturday,SOUTHERN,NONE,1500 Block of MISSION ST,-122.417523396516,37.7738670346175
2015-04-18 17:33:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,1500 Block of 10TH AV,-122.467124987806,37.7593101827543
2015-04-18 17:33:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TARAVAL,NONE,1500 Block of 10TH AV,-122.467124987806,37.7593101827543
2015-04-18 17:30:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Saturday,SOUTHERN,NONE,800 Block of 3RD ST,-122.39142506985701,37.7778727797586
2015-04-18 17:15:00,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.419842305148,37.7748226184309
2015-04-18 17:11:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,MISSION,"ARREST, BOOKED",1200 Block of VALENCIA ST,-122.420806049169,37.7528840217529
2015-04-18 17:11:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,"ARREST, BOOKED",1200 Block of VALENCIA ST,-122.420806049169,37.7528840217529
2015-04-18 17:11:00,ASSAULT,BATTERY,Saturday,MISSION,"ARREST, BOOKED",1200 Block of VALENCIA ST,-122.420806049169,37.7528840217529
2015-04-18 17:11:00,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION",Saturday,MISSION,"ARREST, BOOKED",1200 Block of VALENCIA ST,-122.420806049169,37.7528840217529
2015-04-18 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,0 Block of CANYON DR,-122.431220164916,37.7088823085293
2015-04-18 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,1200 Block of MISSION ST,-122.413583483648,37.7770436202636
2015-04-18 17:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,RICHMOND,NONE,3400 Block of SACRAMENTO ST,-122.449484496545,37.7878154692822
2015-04-18 17:00:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,PARK,"ARREST, BOOKED",MASONIC AV / HAIGHT ST,-122.4453467866,37.7702081959172
2015-04-18 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE,AUSTIN ST / POLK ST,-122.42040246368299,37.7891643767731
2015-04-18 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE,GOLDEN GATE AV / WEBSTER ST,-122.430234565273,37.779782426168296
2015-04-18 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,BAY ST / VANNESS AV,-122.42511061323098,37.80414615262
2015-04-18 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,THE EMBARCADERONORTH ST / BAY ST,-122.40556507281,37.8066171530971
2015-04-18 17:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,MCALLISTER ST / GOUGH ST,-122.423545232042,37.779672005548
2015-04-18 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,5TH ST / HOWARD ST,-122.404934413339,37.781498721321796
2015-04-18 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,4TH ST / BLUXOME ST,-122.395745472984,37.77769954052121
2015-04-18 16:59:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,INGLESIDE,NONE,GENEVA AV / SAN JOSE AV,-122.44660721495,37.7207231268789
2015-04-18 16:58:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of POLK ST,-122.420850403389,37.79103714280721
2015-04-18 16:46:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, CITED",300 Block of TOWNSEND ST,-122.39616405853201,37.7762328753299
2015-04-18 16:45:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,HYDE ST / NORTHPOINT ST,-122.420373718701,37.8057204428856
2015-04-18 16:32:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,TENDERLOIN,NONE,400 Block of JONES ST,-122.41285712652399,37.7855804361702
2015-04-18 16:32:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,NONE,400 Block of JONES ST,-122.41285712652399,37.7855804361702
2015-04-18 16:30:00,ASSAULT,BATTERY,Saturday,MISSION,NONE,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2015-04-18 16:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,POWELL ST / BAY ST,-122.411953083611,37.8058242949274
2015-04-18 16:30:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Saturday,TARAVAL,NONE,1100 Block of LINCOLN WY,-122.470195456892,37.7656590187009
2015-04-18 16:10:00,OTHER OFFENSES,RESISTING ARREST,Saturday,CENTRAL,"ARREST, BOOKED",2800 Block of LEAVENWORTH ST,-122.419067224379,37.8073339305952
2015-04-18 16:10:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,CENTRAL,"ARREST, BOOKED",2800 Block of LEAVENWORTH ST,-122.419067224379,37.8073339305952
2015-04-18 16:10:00,WEAPON LAWS,"WEAPON, POSSESSING IN PUBLIC BUILDING OR OPEN MEETING",Saturday,CENTRAL,"ARREST, BOOKED",2800 Block of LEAVENWORTH ST,-122.419067224379,37.8073339305952
2015-04-18 16:00:00,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Saturday,CENTRAL,NONE,600 Block of SUTTER ST,-122.411068869703,37.78885570426971
2015-04-18 16:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NONE,1400 Block of THE EMBARCADERONORTH ST,-122.40642938209801,37.807136806848796
2015-04-18 16:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,VALLEJO ST / DAVIS ST,-122.398886119897,37.799830186497296
2015-04-18 16:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,VALLEJO ST / DAVIS ST,-122.398886119897,37.799830186497296
2015-04-18 16:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,NORTHERN,NONE,POLK ST / GEARY ST,-122.41973983780501,37.7858926099715
2015-04-18 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,STEINER ST / HERMANN ST,-122.431718384836,37.770034014141004
2015-04-18 15:30:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Saturday,CENTRAL,NONE,GEARY ST / TAYLOR ST,-122.411518820359,37.7869408998805
2015-04-18 15:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,STEINER ST / GEARY BL,-122.4345637373,37.784150491588704
2015-04-18 15:11:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,INGLESIDE,NONE,700 Block of MOSCOW ST,-122.43169048433901,37.715772828606795
2015-04-18 15:00:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,INGLESIDE,NONE,700 Block of MOSCOW ST,-122.43169048433901,37.715772828606795
2015-04-18 15:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,INGLESIDE,NONE,500 Block of OXFORD ST,-122.41808278663,37.7232037669884
2015-04-18 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE,2400 Block of FRANKLIN ST,-122.425413514044,37.7969450378994
2015-04-18 15:00:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Saturday,NORTHERN,NONE,2400 Block of FRANKLIN ST,-122.425413514044,37.7969450378994
2015-04-18 15:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE,HAYES ST / OCTAVIA ST,-122.424623480779,37.7766740025224
2015-04-18 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,LAFAYETTE ST / MINNA ST,-122.417451396276,37.773134730797295
2015-04-18 15:00:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,NORTHERN,NONE,2400 Block of FRANKLIN ST,-122.425413514044,37.7969450378994
2015-04-18 15:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,PARK,NONE,EDDY ST / BRODERICK ST,-122.440591215814,37.78037330297021
2015-04-18 15:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,TENDERLOIN,NONE,LEAVENWORTH ST / EDDY ST,-122.414242955907,37.783724025447796
2015-04-18 14:57:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,CENTRAL,NONE,600 Block of GEARY ST,-122.413988841812,37.7865685406761
2015-04-18 14:56:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,CENTRAL,NONE,400 Block of POST ST,-122.409256096494,37.788239899778
2015-04-18 14:47:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.408068345148,37.7839916768161
2015-04-18 14:46:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,NORTHERN,NONE,900 Block of VANNESS AV,-122.421004638611,37.7845493478697
2015-04-18 14:42:00,ASSAULT,"RESISTING PEACE OFFICER, CAUSING THEIR SERIOUS INJURY OR DEATH",Saturday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676495
2015-04-18 14:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,0 Block of BRUSH PL,-122.408545074082,37.7753767841929
2015-04-18 14:35:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,SOUTHERN,NONE,1500 Block of MISSION ST,-122.417975390351,37.7737509379648
2015-04-18 14:34:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,0 Block of BERTIEMINOR LN,-122.428841247363,37.784346797161604
2015-04-18 14:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,2000 Block of GREAT HY,-122.507747058887,37.74816761801471
2015-04-18 14:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,POST ST / HYDE ST,-122.416642370005,37.787245037815
2015-04-18 14:00:00,FRAUD,"TRICK AND DEVICE, PETTY THEFT",Saturday,CENTRAL,"ARREST, BOOKED",1500 Block of THE EMBARCADERONORTH ST,-122.408136108062,37.8078603496682
2015-04-18 14:00:00,OTHER OFFENSES,CONSPIRACY,Saturday,CENTRAL,"ARREST, BOOKED",1500 Block of THE EMBARCADERONORTH ST,-122.408136108062,37.8078603496682
2015-04-18 14:00:00,MISSING PERSON,MISSING JUVENILE,Saturday,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2015-04-18 14:00:00,OTHER OFFENSES,PROBATION VIOLATION,Saturday,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-04-18 14:00:00,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-04-18 14:00:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-04-18 14:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,1600 Block of 17TH AV,-122.474458393491,37.7571168590427
2015-04-18 14:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,NORTHERN,NONE,0 Block of CHURCH ST,-122.42911002787201,37.769898832341106
2015-04-18 14:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
2015-04-18 14:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,1300 Block of HOWARD ST,-122.414217817669,37.774239170665005
2015-04-18 14:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,23RD ST / SAN JOSE AV,-122.421519057973,37.753661488247204
2015-04-18 13:58:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,INGLESIDE,NONE,0 Block of SANTOS ST,-122.41847388242,37.7121040537994
2015-04-18 13:57:00,OTHER OFFENSES,RESISTING ARREST,Saturday,CENTRAL,"ARREST, BOOKED",1000 Block of LEAVENWORTH ST,-122.415588123596,37.7907480766738
2015-04-18 13:51:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,NONE,0 Block of SHARON ST,-122.4299173348,37.7652477393128
