"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
1,2013-07-13,"81","65","73","M","63","66","0"," 8","-","-"," ","M","0.00","30.13","30.30"," 2.9","07","4.3"
2,2013-07-13,"72","61","67","-3","65","66","0"," 2","0423","1924","RA FG+ BR","0.0","0.09","29.20","30.30"," 3.1","07","5.1"
1,2013-07-14,"90","70","80","M","69","73","0","15","-","-","FG+ FG BR","M","  T","30.11","30.26"," 0.6","25","3.4"
2,2013-07-14,"86","70","78"," 8","69","72","0","13","0423","1923"," ","0.0","0.00","29.21","30.28"," 6.5","28","6.8"
1,2013-07-15,"91","71","81","M","69","73","0","16","-","-"," ","M","0.00","30.01","30.16"," 1.8","31","2.5"
2,2013-07-15,"88","71","80"," 9","68","72","0","15","0424","1923"," ","0.0","0.00","29.12","30.19"," 7.7","31","8.3"
1,2013-07-16,"93","70","82","M","66","71","0","17","-","-"," ","M","0.00","29.98","30.15"," 1.5","34","3.1"
2,2013-07-16,"90","72","81","10","64","70","0","16","0425","1922"," ","0.0","0.00","29.09","30.17"," 6.8","35","7.4"
1,2013-07-17,"94","71","83","M","68","73","0","18","-","-"," ","M","0.00","29.96","30.10"," 4.2","23","4.5"
2,2013-07-17,"90","72","81","10","67","72","0","16","0426","1922"," ","0.0","0.00","29.08","30.13"," 6.2","26","7.4"
1,2013-07-18,"91","75","83","M","69","73","0","18","-","-"," ","M","0.00","29.84","29.99"," 1.2","11","4.1"
2,2013-07-18,"91","74","83","12","69","73","0","18","0427","1921"," ","0.0","0.00","28.95","30.01"," 7.3","27","8.1"
1,2013-07-19,"97","74","86","M","71","76","0","21","-","-"," ","M","0.00","29.67","29.81"," 9.5","23","10.0"
2,2013-07-19,"93","74","84","13","72","75","0","19","0428","1920","HZ","0.0","0.00","28.82","29.85","12.8","24","13.3"
1,2013-07-20,"93","74","84","M","68","73","0","19","-","-","HZ","M","0.00","29.55","29.72"," 7.2","25","8.1"
2,2013-07-20,"88","69","79"," 8","70","73","0","14","0428","1919","RA BR HZ","0.0","0.15","28.69","29.76","10.1","26","10.6"
1,2013-07-21,"82","67","75","M","62","66","0","10","-","-"," ","M","0.00","29.77","29.95"," 1.7","10","3.4"
2,2013-07-21,"83","67","75"," 4","61","66","0","10","0429","1919"," ","0.0","0.00","28.86","29.95"," 3.4","29","4.6"
1,2013-07-22,"82","69","76","M","66","69","0","11","-","-","BR","M","0.00","29.83","29.98"," 4.7","07","5.0"
2,2013-07-22,"82","65","74"," 3","66","68","0"," 9","0430","1918","RA FG BR","0.0","  T","28.90","29.96"," 3.6","09","4.8"
1,2013-07-23,"79","69","74","M","69","70","0"," 9","-","-","RA BR VCTS","M","1.63","29.54","29.66"," 1.6","06","3.3"
2,2013-07-23,"82","67","75"," 4","70","70","0","10","0431","1917","RA FG+ FG BR","0.0","1.37","28.63","29.66"," 2.8","26","6.5"
1,2013-07-24,"86","63","75","M","63","68","0","10","-","-","FG BR","M","0.00","29.54","29.74"," 4.6","31","6.5"
2,2013-07-24,"79","62","71"," 0","62","66","0"," 6","0432","1916"," ","0.0","0.00","28.64","29.75"," 8.7","30","10.2"
1,2013-07-25,"65","59","62","M","52","56","3"," 0","-","-","RA","M","0.25","29.92","30.09"," 5.9","02","6.6"
2,2013-07-25,"62","55","59","-12","52","54","6"," 0","0433","1915","RA","0.0","0.19","28.97","30.07"," 7.2","03","7.6"
1,2013-07-26,"72","61","67","M","61","64","0"," 2","-","-","RA BR","M","0.23","29.84","30.00"," 4.8","33","6.8"
2,2013-07-26,"70","58","64","-7","59","60","1"," 0","0434","1914","RA BR","0.0","0.49","28.93","30.02"," 8.4","34","11.8"
1,2013-07-27,"85","61","73","M","60","65","0"," 8","-","-"," ","M","0.00","29.86","30.03"," 4.1","22","5.0"
2,2013-07-27,"79","59","69","-2","61","63","0"," 4","0435","1913","FG+ BR","0.0","0.00","28.97","30.05"," 7.7","23","8.5"
1,2013-07-28,"79","65","72","M","65","67","0"," 7","-","-","RA BR","M","  T","29.86","30.02"," 4.7","06","4.9"
2,2013-07-28,"80","61","71"," 0","64","66","0"," 6","0436","1912","BR","0.0","  T","28.93","30.00"," 1.1","23","4.1"
1,2013-07-29,"84","66","75","M","66","69","0","10","-","-","TS BR","M","0.24","29.85","30.02"," 1.5","10","2.6"
2,2013-07-29,"81","64","73"," 2","63","66","0"," 8","0437","1911","FG+ BR","0.0","0.00","28.95","30.03"," 6.3","24","7.9"
1,2013-07-30,"81","63","72","M","57","63","0"," 7","-","-","BR","M","0.00","29.91","30.08"," 3.0","30","4.8"
2,2013-07-30,"78","60","69","-1","55","60","0"," 4","0438","1910"," ","0.0","0.00","29.02","30.10","10.9","29","11.2"
1,2013-07-31,"83","62","73","M","57","63","0"," 8","-","-"," ","M","0.00","29.94","30.10"," 0.8","23","2.3"
2,2013-07-31,"78","59","69","-1","56","61","0"," 4","0439","1909"," ","0.0","0.00","29.03","30.11"," 3.9","27","5.3"
1,2013-08-01,"82","63","73","M","61","65","0"," 8","-","-","RA","M","0.02","29.82","29.96"," 2.4","19","3.9"
2,2013-08-01,"75","60","68","-2","61","63","0"," 3","0440","1908","RA BR","0.0","0.17","28.90","29.96"," 7.2","20","8.0"
1,2013-08-02,"84","64","74","M","60","65","0"," 9","-","-","RA BR","M","1.12","29.67","29.84"," 3.6","25","4.5"
2,2013-08-02,"78","62","70"," 0","61","64","0"," 5","0441","1907","RA BR","0.0","0.63","28.77","29.86"," 7.8","26","9.0"
1,2013-08-03,"80","64","72","M","59","64","0"," 7","-","-"," ","M","0.00","29.67","29.82"," 6.2","24","6.7"
2,2013-08-03,"75","60","68","-2","59","62","0"," 3","0442","1906"," ","0.0","0.00","28.78","29.85"," 9.4","25","9.7"
1,2013-08-04,"79","60","70","M","54","60","0"," 5","-","-","VCTS","M","0.01","29.67","29.84"," 3.8","30","5.2"
2,2013-08-04,"75","57","66","-4","53","58","0"," 1","0443","1905"," ","0.0","  T","28.77","29.86","11.1","29","11.4"
1,2013-08-05,"75","55","65","M","44","54","0"," 0","-","-"," ","M","0.00","29.80","29.98"," 6.9","29","7.3"
2,2013-08-05,"72","53","63","-7","44","53","2"," 0","0444","1903"," ","0.0","0.00","28.90","30.00","10.6","31","11.2"
1,2013-08-06,"78","51","65","M","49","57","0"," 0","-","-"," ","M","0.00","29.96","30.13"," 1.4","11","2.4"
2,2013-08-06,"74","53","64","-6","48","56","1"," 0","0445","1902"," ","0.0","0.00","29.04","30.13"," 3.2","21","4.7"
1,2013-08-07,"80","57","69","M","54","60","0"," 4","-","-"," ","M","0.00","30.01","30.17"," 2.5","15","3.4"
2,2013-08-07,"75","57","66","-4","55","59","0"," 1","0446","1860"," ","0.0","  T","29.08","30.17"," 8.2","20","9.1"
1,2013-08-08,"82","64","73","M","64","68","0"," 8","-","-","RA","M","0.04","29.91","30.06"," 6.4","21","6.5"
2,2013-08-08,"77","63","70"," 0","66","67","0"," 5","0447","1858","RA BR","0.0","0.09","29.00","30.07","10.4","21","10.6"
1,2013-08-09,"76","72","74","M","69","71","0"," 9","-","-","RA BR","M","1.02","29.75","29.88"," 5.0","20","6.4"
2,2013-08-09,"74","69","72"," 2","70","70","0"," 7","0448","1857","RA BR","0.0","1.95","28.84","29.89"," 8.7","21","10.6"
1,2013-08-10,"83","63","73","M","57","64","0"," 8","-","-"," ","M","0.00","M","29.90"," 6.4","28","7.2"
2,2013-08-10,"78","59","69","-1","56","62","0"," 4","0449","1856"," ","0.0","0.00","28.85","29.94","12.5","29","12.7"
1,2013-08-11,"79","56","68","M","52","59","0"," 3","-","-"," ","M","0.00","29.89","30.05"," 2.5","26","3.8"
2,2013-08-11,"75","54","65","-5","51","57","0"," 0","0450","1854"," ","0.0","0.00","28.98","30.07"," 7.0","28","7.2"
1,2013-08-12,"82","60","71","M","55","62","0"," 6","-","-"," ","M","0.00","29.83","29.98"," 3.5","24","5.1"
2,2013-08-12,"77","58","68","-2","56","61","0"," 3","0451","1853"," ","0.0","0.00","28.93","30.00"," 6.6","26","7.8"
1,2013-08-13,"76","65","71","M","62","65","0"," 6","-","-","RA","M","0.01","29.66","29.80"," 1.7","17","2.3"
2,2013-08-13,"71","63","67","-2","62","64","0"," 2","0452","1852","RA BR","0.0","0.02","28.75","29.81"," 5.7","22","6.9"
1,2013-08-14,"75","60","68","M","51","58","0"," 3","-","-"," ","M","0.00","29.59","29.78"," 8.8","28","9.5"
2,2013-08-14,"69","55","62","-7","50","55","3"," 0","0453","1850"," ","0.0","0.00","28.71","29.82","14.6","29","14.8"
1,2013-08-15,"78","54","66","M","49","57","0"," 1","-","-"," ","M","0.00","29.88","30.06"," 4.3","25","5.7"
2,2013-08-15,"71","52","62","-7","49","55","3"," 0","0454","1849"," ","0.0","0.00","28.98","30.09"," 8.6","28","9.1"
1,2013-08-16,"79","55","67","M","52","59","0"," 2","-","-"," ","M","  T","29.98","30.15"," 3.3","25","5.0"
2,2013-08-16,"74","56","65","-4","52","57","0"," 0","0456","1847"," ","0.0","0.00","29.08","30.17"," 8.0","26","8.2"
1,2013-08-17,"80","56","68","M","55","61","0"," 3","-","-"," ","M","0.00","30.09","30.27"," 1.5","12","2.2"
2,2013-08-17,"77","58","68"," 0","55","60","0"," 3","0457","1846"," ","0.0","0.00","29.18","30.27"," 2.5","27","5.7"
1,2013-08-18,"81","59","70","M","57","63","0"," 5","-","-"," ","M","0.00","30.06","30.21"," 3.4","21","3.5"
2,2013-08-18,"75","59","67","-1","57","61","0"," 2","0458","1844"," ","0.0","0.00","29.15","30.22"," 5.3","24","6.0"
1,2013-08-19,"82","61","72","M","58","64","0"," 7","-","-"," ","M","0.00","29.86","30.01"," 5.0","25","6.1"
2,2013-08-19,"76","60","68"," 0","58","62","0"," 3","0459","1843"," ","0.0","0.00","28.97","30.04","10.3","27","10.5"
1,2013-08-20,"86","63","75","M","60","66","0","10","-","-"," ","M","0.00","29.88","30.06"," 1.8","23","2.9"
2,2013-08-20,"80","63","72"," 4","58","63","0"," 7","0460","1841"," ","0.0","0.00","29.00","30.09"," 8.5","29","8.7"
1,2013-08-21,"88","63","76","M","61","67","0","11","-","-"," ","M","0.00","29.94","30.09"," 3.0","23","3.9"
2,2013-08-21,"83","64","74"," 7","60","65","0"," 9","0501","1840"," ","0.0","0.00","29.05","30.12"," 8.0","27","8.5"
1,2013-08-22,"89","66","78","M","64","69","0","13","-","-"," ","M","0.00","29.79","29.93"," 6.5","22","6.8"
2,2013-08-22,"80","63","72"," 5","65","67","0"," 7","0502","1838","BR","0.0","0.00","28.91","29.96"," 10.0","24","10.4"
1,2013-08-23,"81","58","70","M","55","62","0"," 5","-","-"," ","M","0.00","29.78","29.98"," 5.2","34","6.7"
2,2013-08-23,"77","60","69"," 2","54","60","0"," 4","0503","1837"," ","0.0","0.00","28.89","29.99"," 9.3","35","10.0"
1,2013-08-24,"78","52","65","M","45","55","0"," 0","-","-"," ","M","0.00","30.11","M"," 1.2","06","2.6"
2,2013-08-24,"74","57","66","-1","46","55","0"," 1","0504","1835"," ","0.0","0.00","29.18","30.30"," 3.9","36","6.9"
1,2013-08-25,"83","52","68","M","50","58","0"," 3","-","-"," ","M","0.00","30.14","30.29"," 3.1","22","3.7"
2,2013-08-25,"78","57","68"," 1","51","58","0"," 3","0505","1833"," ","0.0","0.00","29.23","30.30"," 7.1","26","8.4"
1,2013-08-26,"82","65","74","M","60","65","0"," 9","-","-","RA","M","  T","29.87","30.00"," 7.4","23","8.0"
2,2013-08-26,"76","61","69"," 3","60","63","0"," 4","0506","1832","RA BR","0.0","0.13","28.97","30.03","11.7","25","11.9"
1,2013-08-27,"85","67","76","M","64","68","0","11","-","-","BR","M","0.00","29.72","29.88"," 2.6","09","3.7"
2,2013-08-27,"82","67","75"," 9","65","68","0","10","0507","1830","RA BR","0.0","0.15","28.81","29.88"," 2.2","03","5.7"
1,2013-08-28,"85","63","74","M","63","67","0"," 9","-","-","BR HZ","M","0.00","29.75","29.92"," 3.3","07","3.9"
2,2013-08-28,"82","65","74"," 8","64","67","0"," 9","0508","1828","RA BR","0.0","  T","28.84","29.91"," 1.7","13","5.4"
1,2013-08-29,"68","63","66","M","59","61","0"," 1","-","-","BR HZ","M","  T","29.89","30.06"," 6.2","05","6.8"
2,2013-08-29,"65","58","62","-3","61","61","3"," 0","0509","1827","RA FG+ FG BR","0.0","0.04","28.96","30.05"," 6.5","05","6.9"
1,2013-08-30,"85","61","73","M","61","65","0"," 8","-","-"," ","M","0.00","29.78","29.91"," 5.1","22","5.5"
2,2013-08-30,"79","57","68"," 3","62","64","0"," 3","0510","1825","BR","0.0","0.00","28.87","29.93"," 8.5","26","9.2"
1,2013-08-31,"82","70","76","M","69","71","0","11","-","-","RA BR HZ VCTS","M","0.49","29.65","29.82"," 5.4","21","5.6"
2,2013-08-31,"76","67","72"," 7","69","70","0"," 7","0511","1824","RA BR","0.0","  T","28.77","29.84","10.1","23","10.4"
1,2013-09-01,"85","73","79","M","69","72","0","14","-","-","RA VCTS","M","  T","29.69","29.86"," 4.8","21","5.7"
2,2013-09-01,"75","66","71"," 6","69","70","0"," 6","0512","1822","RA FG+ BR VCTS","0.0","1.61","28.80","29.87"," 4.7","23","6.5"
1,2013-09-02,"80","72","76","M","70","72","0","11","-","-","TSRA RA BR","M","0.22","29.65","29.79"," 1.1","16","2.1"
2,2013-09-02,"75","69","72"," 7","70","70","0"," 7","0513","1820","TS TSRA RA FG BR","0.0","0.15","28.74","29.80"," 5.4","20","6.1"
1,2013-09-03,"82","64","73","M","64","68","0"," 8","-","-","BR","M","  T","29.59","29.76"," 5.2","24","5.9"
2,2013-09-03,"76","59","68"," 4","62","64","0"," 3","0514","1818","BR","0.0","0.00","28.71","29.78"," 8.2","26","8.8"
1,2013-09-04,"81","59","70","M","54","61","0"," 5","-","-"," ","M","0.00","29.70","29.88"," 6.8","25","7.2"
2,2013-09-04,"75","56","66"," 2","54","59","0"," 1","0516","1817"," ","0.0","0.00","28.82","29.91","10.3","27","10.5"
1,2013-09-05,"71","51","61","M","48","55","4"," 0","-","-","RA","M","0.04","29.81","30.00"," 3.6","33","6.1"
2,2013-09-05,"68","52","60","-4","48","54","5"," 0","0517","1815","RA","0.0","0.02","28.89","30.01"," 5.6","32","8.1"
1,2013-09-06,"70","45","58","M","40","49","7"," 0","-","-"," ","M","0.00","30.03","30.18"," 2.5","24","4.0"
2,2013-09-06,"64","49","57","-6","38","47","8"," 0","0518","1813"," ","0.0","0.00","29.10","30.19"," 5.0","30","7.9"
1,2013-09-07,"81","50","66","M","48","56","0"," 1","-","-"," ","M","  T","29.83","29.97"," 6.0","23","6.4"
2,2013-09-07,"73","50","62","-1","48","54","3"," 0","0519","1812","RA","0.0","  T","28.92","29.99","10.6","25","10.8"
1,2013-09-08,"74","50","62","M","47","55","3"," 0","-","-"," ","M","0.00","29.70","29.89"," 5.9","29","8.0"
2,2013-09-08,"70","51","61","-2","47","54","4"," 0","0520","1810"," ","0.0","0.00","28.79","29.89","10.7","31","12.5"
1,2013-09-09,"71","44","58","M","42","50","7"," 0","-","-"," ","M","0.00","30.01","30.18"," 5.0","21","5.6"
2,2013-09-09,"65","45","55","-7","41","49","10"," 0","0521","1808"," ","0.0","0.00","29.08","30.19"," 5.2","24","8.1"
1,2013-09-10,"76","56","66","M","61","64","0"," 1","-","-","RA","M","0.13","29.95","30.10"," 6.2","20","6.6"
2,2013-09-10,"73","55","64"," 2","63","64","1"," 0","0522","1806","RA BR","0.0","0.08","29.02","30.11","12.1","23","12.4"
1,2013-09-11,"96","70","83","M","69","73","0","18","-","-","BR HZ VCTS","M","  T","29.86","30.01"," 7.3","23","7.7"
2,2013-09-11,"90","68","79","17","70","72","0","14","0523","1805","BR","0.0","  T","28.98","30.05","10.3","23","10.9"
1,2013-09-12,"89","67","78","M","66","70","0","13","-","-","RA BR VCTS","M","1.34","29.67","29.81"," 3.7","21","5.9"
2,2013-09-12,"82","65","74","13","68","70","0"," 9","0524","1803","RA BR HZ VCTS","0.0","0.81","28.79","29.83","10.6","22","11.6"
1,2013-09-13,"79","59","69","M","61","64","0"," 4","-","-","RA BR","M","0.47","29.49","29.66"," 2.9","31","3.8"
2,2013-09-13,"74","56","65"," 4","60","62","0"," 0","0525","1801","RA BR","0.0","0.06","28.60","29.67"," 7.0","30","8.2"
1,2013-09-14,"69","53","61","M","50","55","4"," 0","-","-"," ","M","  T","29.74","29.93"," 5.5","30","6.0"
2,2013-09-14,"64","50","57","-4","49","52","8"," 0","0526","1759"," ","0.0","  T","28.82","29.94","11.0","30","11.3"
1,2013-09-15,"72","49","61","M","47","53","4"," 0","-","-"," ","M","0.00","29.95","30.11"," 4.1","23","4.7"
2,2013-09-15,"66","46","56","-5","46","51","9"," 0","0527","1758"," ","0.0","0.00","29.02","30.12"," 6.2","26","6.9"
1,2013-09-16,"68","46","57","M","46","52","8"," 0","-","-","RA","M","0.01","29.91","30.10"," 4.0","31","6.1"
2,2013-09-16,"65","42","54","-6","46","50","11"," 0","0528","1756","RA","0.0","  T","28.98","30.10"," 8.5","31","10.3"
1,2013-09-17,"64","41","53","M","37","45","12"," 0","-","-"," ","M","0.00","30.20","30.37"," 3.5","36","4.8"
2,2013-09-17,"59","41","50","-10","35","43","15"," 0","0529","1754"," ","0.0","0.00","29.25","30.37"," 6.0","36","7.9"
1,2013-09-18,"74","43","59","M","42","50","6"," 0","-","-"," ","M","0.00","30.09","30.24"," 3.6","22","4.2"
2,2013-09-18,"68","45","57","-2","42","49","8"," 0","0530","1752"," ","0.0","0.00","29.16","30.25"," 8.8","26","9.2"
1,2013-09-19,"78","49","64","M","49","55","1"," 0","-","-"," ","M","0.00","29.95","30.10"," 0.9","20","2.6"
2,2013-09-19,"74","51","63"," 4","47","54","2"," 0","0531","1751"," ","0.0","0.00","29.03","30.11"," 8.2","27","9.2"
1,2013-09-20,"80","50","65","M","53","58","0"," 0","-","-"," ","M","0.00","29.90","30.06"," 1.4","09","2.8"
2,2013-09-20,"75","51","63"," 4","51","56","2"," 0","0532","1749","BR","0.0","0.00","28.98","30.06"," 5.4","25","7.0"
1,2013-09-21,"77","54","66","M","57","61","0"," 1","-","-","FG+ BR","M","0.00","29.78","29.90"," 6.5","20","7.7"
2,2013-09-21,"71","54","63"," 5","59","60","2"," 0","0533","1747","RA FG+ BR","0.0","0.01","28.85","29.89","12.6","20","13.4"
1,2013-09-22,"73","53","63","M","53","58","2"," 0","-","-","RA BR","M","0.60","29.54","29.71"," 6.8","25","9.6"
2,2013-09-22,"67","46","57","-1","51","54","8"," 0","0534","1745","RA BR","0.0","0.49","28.64","29.73","10.2","27","13.3"
1,2013-09-23,"62","46","54","M","38","46","11"," 0","-","-"," ","M","0.00","29.77","29.94"," 7.7","30","8.1"
2,2013-09-23,"60","42","51","-7","38","44","14"," 0","0536","1744"," ","0.0","0.00","28.84","29.95","10.7","31","11.2"
1,2013-09-24,"66","41","54","M","40","46","11"," 0","-","-"," ","M","0.00","29.77","29.92"," 3.9","31","5.5"
2,2013-09-24,"64","38","51","-6","38","45","14"," 0","0537","1742"," ","0.0","0.00","28.84","29.93"," 9.2","30","9.9"
1,2013-09-25,"66","45","56","M","45","51","9"," 0","-","-"," ","M","  T","29.76","29.94"," 0.5","04","2.3"
2,2013-09-25,"66","46","56","-1","45","50","9"," 0","0538","1740"," ","0.0","0.00","28.82","29.93"," 4.5","32","7.3"
1,2013-09-26,"68","51","60","M","46","52","5"," 0","-","-"," ","M","0.00","29.89","30.07"," 2.9","02","3.5"
2,2013-09-26,"64","51","58"," 1","46","51","7"," 0","0539","1738"," ","0.0","0.00","28.95","30.06"," 2.4","01","3.8"
1,2013-09-27,"68","51","60","M","49","54","5"," 0","-","-"," ","M","0.00","30.05","30.23"," 2.8","02","3.9"
2,2013-09-27,"62","51","57"," 1","48","52","8"," 0","0540","1737"," ","0.0","0.00","29.11","30.23"," 5.3","01","5.6"
1,2013-09-28,"73","48","61","M","49","54","4"," 0","-","-","FG+ BR HZ","M","0.00","30.14","30.31"," 2.2","07","2.4"
2,2013-09-28,"70","51","61"," 5","49","54","4"," 0","0541","1735"," ","0.0","0.00","29.20","30.30"," 3.2","03","4.5"
1,2013-09-29,"69","48","59","M","47","51","6"," 0","-","-","FG+ BR","M","0.00","30.06","30.21"," 0.7","10","0.9"
2,2013-09-29,"66","47","57"," 2","45","50","8"," 0","0542","1733"," ","0.0","0.00","29.10","30.19"," 1.3","08","4.2"
1,2013-09-30,"69","47","58","M","46","51","7"," 0","-","-","FG+ BR","M","0.00","29.91","30.06"," 0.6","10","0.8"
2,2013-09-30,"67","43","55"," 0","45","51","10"," 0","0543","1731"," ","0.0","0.00","28.97","30.05"," 1.5","33","4.2"
1,2013-10-01,"77","47","62","M","49","55","3"," 0","-","-","BR","M","0.00","29.77","29.92"," 0.9","29","2.7"
2,2013-10-01,"74","51","63"," 8","50","56","2"," 0","0544","1730"," ","0.0","0.00","28.85","29.94"," 9.5","31","10.7"
1,2013-10-02,"81","55","68","M","54","60","0"," 3","-","-"," ","M","0.00","29.72","29.89"," 6.3","25","7.1"
2,2013-10-02,"75","56","66","12","54","59","0"," 1","0545","1728"," ","0.0","0.00","28.84","29.92","11.8","28","12.2"
1,2013-10-03,"78","53","66","M","49","56","0"," 1","-","-"," ","M","0.00","29.88","30.05"," 2.7","23","3.4"
2,2013-10-03,"71","53","62"," 8","46","54","3"," 0","0546","1726"," ","0.0","0.00","28.97","30.07"," 7.5","29","7.9"
1,2013-10-04,"63","51","57","M","53","56","8"," 0","-","-","RA","M","0.12","29.91","30.08"," 0.8","25","1.5"
2,2013-10-04,"65","53","59"," 5","51","54","6"," 0","0547","1724","RA BR","0.0","0.36","28.98","30.07"," 1.4","33","3.4"
1,2013-10-05,"70","57","64","M","54","57","1"," 0","-","-","RA","M","0.00","29.94","30.11"," 2.1","05","2.8"
2,2013-10-05,"66","57","62"," 9","56","58","3"," 0","0549","1723","RA BR","0.0","0.07","29.00","30.10"," 1.3","05","1.7"
1,2013-10-06,"60","53","57","M","52","54","8"," 0","-","-","RA BR","M","0.41","30.04","30.21"," 5.4","05","6.1"
2,2013-10-06,"57","51","54"," 1","53","M","11"," 0","0550","1721","RA BR","0.0","0.45","29.08","30.17"," 6.7","07","7.3"
1,2013-10-07,"79","57","68","M","60","63","0"," 3","-","-","RA FG+ BR","M","0.10","29.82","29.95"," 4.2","20","7.5"
2,2013-10-07,"73","53","63","10","59","M","2"," 0","0551","1719","RA FG+ BR","0.0","0.29","28.88","29.95"," 6.9","21","11.6"
1,2013-10-08,"66","45","56","M","41","49","9"," 0","-","-"," ","M","0.00","29.99","30.21"," 4.8","31","6.6"
2,2013-10-08,"62","48","55"," 3","39","47","10"," 0","0552","1718"," ","0.0","0.00","29.06","30.21"," 8.0","31","10.3"
1,2013-10-09,"62","40","51","M","41","46","14"," 0","-","-","BR HZ","M","0.00","30.27","30.44"," 3.4","05","3.7"
2,2013-10-09,"59","43","51","-1","40","45","14"," 0","0553","1716"," ","0.0","0.00","29.29","30.41"," 7.1","05","7.4"
1,2013-10-10,"62","41","52","M","45","49","13"," 0","-","-","BR","M","  T","30.14","30.29"," 1.5","06","1.9"
2,2013-10-10,"57","45","51","-1","46","48","14"," 0","0554","1714"," ","0.0","0.00","29.18","30.27"," 4.9","04","5.9"
1,2013-10-11,"72","47","60","M","43","50","5"," 0","-","-","BR","M","0.00","29.99","30.16"," 3.1","04","3.4"
2,2013-10-11,"67","48","58"," 7","44","51","7"," 0","0555","1713"," ","0.0","0.00","29.05","30.15"," 6.9","03","7.4"
1,2013-10-12,"58","47","53","M","49","51","12"," 0","-","-","BR HZ","M","  T","30.14","30.33"," 6.6","04","6.9"
2,2013-10-12,"55","50","53"," 2","50","51","12"," 0","0556","1711","FG BR","0.0","  T","29.17","30.30"," 9.1","05","9.3"
1,2013-10-13,"63","41","52","M","43","47","13"," 0","-","-","BR","M","0.00","30.27","30.43"," 2.7","05","3.8"
2,2013-10-13,"54","42","48","-2","45","47","17"," 0","0558","1709"," ","0.0","0.00","29.29","30.41"," 5.1","06","5.4"
1,2013-10-14,"66","37","52","M","40","46","13"," 0","-","-","FG+ FG BR","M","0.00","30.19","30.33"," 1.4","22","1.9"
2,2013-10-14,"63","39","51"," 1","40","46","14"," 0","0559","1708"," ","0.0","0.00","29.23","30.33"," 4.1","24","5.1"
1,2013-10-15,"63","52","58","M","49","53","7"," 0","-","-"," ","M","  T","30.09","30.25"," 2.2","05","2.5"
2,2013-10-15,"65","51","58"," 8","48","52","7"," 0","0560","1706"," ","0.0","0.00","29.14","30.23"," 3.3","05","4.9"
1,2013-10-16,"62","51","57","M","51","53","8"," 0","-","-","RA FG+ FG BR","M","  T","29.93","30.06"," 1.4","05","1.8"
2,2013-10-16,"56","49","53"," 4","48","50","12"," 0","0601","1705","FG+ FG BR","0.0","0.00","28.97","30.05"," 2.5","06","4.6"
1,2013-10-17,"75","52","64","M","52","56","1"," 0","-","-","RA FG BR","M","0.05","29.67","29.82"," 5.1","22","5.2"
2,2013-10-17,"68","50","59","10","55","57","6"," 0","0602","1703","RA FG+ BR","0.0","0.06","28.76","29.82"," 9.4","23","10.0"
1,2013-10-18,"69","51","60","M","46","54","5"," 0","-","-","RA BR","M","0.02","29.58","29.76"," 8.0","26","9.2"
2,2013-10-18,"62","47","55"," 6","45","51","10"," 0","0603","1702"," ","0.0","0.01","28.67","29.78","10.2","27","12.1"
1,2013-10-19,"68","41","55","M","39","48","10"," 0","-","-","RA","M","0.00","29.75","29.89"," 2.9","20","3.7"
2,2013-10-19,"62","41","52"," 3","39","46","13"," 0","0605","1660","RA BR","0.0","0.02","28.82","29.90"," 6.8","22","7.7"
1,2013-10-20,"62","42","52","M","36","46","13"," 0","-","-"," ","M","  T","29.67","29.86"," 7.0","26","7.8"
2,2013-10-20,"57","41","49"," 1","36","43","16"," 0","0606","1658"," ","0.0","0.02","28.75","29.87","10.7","28","11.2"
1,2013-10-21,"67","37","52","M","37","46","13"," 0","-","-"," ","M","0.00","29.90","30.06"," 4.5","21","5.1"
2,2013-10-21,"62","43","53"," 5","36","44","12"," 0","0607","1657"," ","0.0","0.00","28.96","30.06"," 9.4","24","10.2"
1,2013-10-22,"65","45","55","M","42","49","10"," 0","-","-","RA","M","  T","29.68","29.82"," 4.4","23","5.1"
2,2013-10-22,"61","41","51"," 3","43","47","14"," 0","0608","1655","BR","0.0","  T","28.75","29.82"," 7.7","24","9.9"
1,2013-10-23,"53","36","45","M","32","40","20"," 0","-","-"," ","M","0.00","29.55","29.70"," 2.3","26","2.7"
2,2013-10-23,"47","36","42","-5","30","37","23"," 0","0609","1654"," ","0.0","0.00","28.61","29.70"," 5.6","29","5.9"
1,2013-10-24,"54","39","47","M","27","38","18"," 0","-","-"," ","M","0.00","29.60","29.79"," 9.4","25","9.6"
2,2013-10-24,"49","33","41","-6","26","35","24"," 0","0611","1653"," ","0.0","0.00","28.67","29.81","12.3","26","12.7"
1,2013-10-25,"50","33","42","M","27","36","23"," 0","-","-"," ","M","0.00","29.85","30.04"," 5.6","28","6.5"
2,2013-10-25,"46","33","40","-7","27","34","25"," 0","0612","1651"," ","0.0","0.00","28.91","30.05","11.4","28","11.9"
1,2013-10-26,"56","30","43","M","27","37","22"," 0","-","-","RA","M","  T","29.90","30.03"," 8.1","21","8.3"
2,2013-10-26,"50","31","41","-5","28","36","24"," 0","0613","1650","RA","0.0","  T","28.94","30.02","12.5","23","13.0"
1,2013-10-27,"56","36","46","M","31","41","19"," 0","-","-","RA","M","0.01","29.73","29.91"," 7.0","26","8.3"
